year,last_name, first_name,player_id,team_id,pa,pitches,runs_all,runs_heart,runs_shadow,runs_chase,runs_waste
2022,Correa, Carlos,621043,142,586,2414,22,5,-6,14,9
2022,Alonso, Pete,624413,121,662,2477,32,12,-6,14,11
2022,Lindor, Francisco,596019,121,693,2794,25,-6,-4,21,15
2022,Canha, Mark,592192,121,529,2178,26,-4,-5,20,14
2022,Nimmo, Brandon,607043,121,665,2747,33,-3,-8,30,14
2022,Naquin, Tyler,571980,121,322,1218,3,3,-6,4,2
2022,Guillorme, Luis,641645,121,326,1343,-7,-15,-4,7,5
2022,McNeil, Jeff,643446,121,579,2041,23,-5,5,14,8
2022,Escobar, Eduardo,500871,121,532,2057,-10,-11,-18,11,8
2022,Vogelbach, Daniel,596129,121,447,2037,13,-8,-2,17,7
2022,Marte, Starling,516782,121,505,1920,21,14,-14,11,10
2022,Nido, Tomás,621512,121,308,1054,-12,-6,-13,4,4
2022,Ruf, Darin,573131,121,388,1620,3,-2,-14,12,8
2022,LeMahieu, DJ,518934,147,530,2125,13,-4,-9,19,8
2022,Rizzo, Anthony,519203,147,534,2080,14,-3,-13,14,15
2022,Trevino, Jose,624431,147,345,1229,6,0,-4,7,3
2022,Judge, Aaron,592450,147,670,2883,82,51,-9,24,16
2022,Kiner-Falefa, Isiah,643396,147,523,1915,-2,-1,-17,9,7
2022,Hicks, Aaron,543305,147,439,1955,-3,-23,-17,25,12
2022,Benintendi, Andrew,643217,147,521,1924,9,-7,-11,19,7
2022,Stanton, Giancarlo,519317,147,445,1817,11,9,-14,9,7
2022,Torres, Gleyber,650402,147,569,2225,6,-7,-8,10,10
2022,Donaldson, Josh,518626,147,536,2150,3,-1,-19,10,13
2022,Bader, Harrison,664056,147,305,1152,-1,-4,-3,1,4
2022,Murphy, Sean,669221,133,601,2344,8,-7,-9,14,11
2022,Kemp, Tony,643393,133,549,2019,0,-7,-19,16,10
2022,Brown, Seth,664913,133,544,2170,8,9,-21,10,10
2022,Neuse, Sheldon,641914,133,293,1160,-4,-4,-9,7,2
2022,Pinder, Chad,640461,133,376,1421,-12,0,-22,7,4
2022,Allen, Nick,669397,133,319,1129,-15,-10,-14,5,4
2022,Laureano, Ramón,657656,133,383,1514,-6,-2,-17,5,7
2022,Realmuto, J.T.,592663,143,559,2186,16,-5,-3,14,10
2022,Vierling, Matt,663837,143,350,1382,-11,-15,-5,5,4
2022,Schwarber, Kyle,656941,143,664,2866,21,-9,-10,26,14
2022,Segura, Jean,516416,143,383,1388,-4,-8,-9,6,8
2022,Castellanos, Nick,592206,143,555,2049,-4,2,-17,3,8
2022,Marsh, Brandon,669016,143,454,1780,1,-5,-10,9,7
2022,Harper, Bryce,547180,143,413,1579,25,20,-8,4,8
2022,Stott, Bryson,681082,143,461,1853,-11,-13,-13,8,7
2022,Hoskins, Rhys,656555,143,668,2874,22,-4,-10,26,10
2022,Bohm, Alec,664761,143,625,2288,1,-11,-4,6,9
2022,Suwinski, Jack,669261,134,362,1533,-4,-7,-12,7,7
2022,Hayes, Ke'Bryan,663647,134,552,2185,-12,-13,-14,7,8
2022,Reynolds, Bryan,668804,134,602,2284,14,-5,-7,11,14
2022,Castillo, Diego,660636,134,278,1133,-6,-9,-6,5,4
2022,Chavis, Michael,656308,134,425,1524,-14,1,-18,1,3
2022,Gamel, Ben,592325,134,416,1692,6,-14,2,12,7
2022,Newman, Kevin,621028,134,304,1065,1,-2,-2,2,3
2022,Cruz, Oneil,665833,134,350,1415,11,3,-4,4,7
2022,Suárez, Eugenio,553993,136,619,2578,21,-4,-8,21,13
2022,Frazier, Adam,624428,136,593,2160,-17,-17,-24,14,10
2022,Santana, Carlos,467793,136,490,2013,4,-22,-4,18,11
2022,Winker, Jesse,608385,136,546,2229,7,-13,-12,21,11
2022,Moore, Dylan,664238,136,249,1117,-1,-10,-7,9,6
2022,Raleigh, Cal,663728,136,410,1612,1,3,-17,9,6
2022,Toro, Abraham,647351,136,338,1281,-16,-9,-16,4,4
2022,Crawford, J.P.,641487,136,594,2439,-5,-19,-17,20,12
2022,Rodríguez, Julio,677594,136,549,2065,32,9,0,12,11
2022,France, Ty,664034,136,599,2168,17,2,-8,11,12
2022,Donovan, Brendan,680977,138,462,1950,20,-5,-5,19,11
2022,Arenado, Nolan,571448,138,615,2322,34,21,-11,12,12
2022,Edman, Tommy,669242,138,624,2312,1,-9,-7,9,8
2022,Carlson, Dylan,666185,138,478,1934,-4,-16,-8,13,6
2022,Knizner, Andrew,668800,138,284,1074,-12,-2,-19,3,6
2022,O'Neill, Tyler,641933,138,383,1594,0,-8,-11,13,6
2022,Goldschmidt, Paul,502671,138,647,2690,64,10,12,26,16
2022,Dickerson, Corey,572816,138,290,1069,-1,-2,-8,6,3
2022,Pujols, Albert,405395,138,348,1375,18,4,-1,7,8
2022,Nootbaar, Lars,663457,138,338,1350,7,-5,-8,14,6
2022,Gorman, Nolan,669357,138,313,1317,3,10,-16,2,7
2022,Semien, Marcus,543760,140,711,2721,12,-8,-13,22,11
2022,Calhoun, Kole,594777,140,420,1682,-14,-8,-23,9,8
2022,García, Adolis,666969,140,644,2491,10,4,-13,10,9
2022,Seager, Corey,608369,140,652,2256,3,2,-25,16,10
2022,Heim, Jonah,641680,140,445,1747,-5,-11,-13,12,7
2022,Taveras, Leody,665750,140,330,1228,-7,-10,-8,8,3
2022,Lowe, Nathaniel,663993,140,634,2481,26,13,-9,11,10
2022,Merrifield, Whit,593160,141,543,2002,-6,-18,-6,11,7
2022,Biggio, Cavan,624415,141,294,1241,1,-8,-11,14,6
2022,Springer, George,543807,141,582,2174,24,15,-22,21,10
2022,Bichette, Bo,666182,141,695,2516,18,16,-12,8,7
2022,Gurriel Jr., Lourdes,666971,141,492,1852,7,4,-14,10,6
2022,Espinal, Santiago,669289,141,490,1911,-4,-7,-18,12,9
2022,Kirk, Alejandro,672386,141,537,2192,19,-6,-9,20,13
2022,Guerrero Jr., Vladimir,665489,141,695,2580,17,2,-10,13,12
2022,Chapman, Matt,656305,141,617,2625,7,-14,-17,26,13
2022,Tapia, Raimel,606132,141,425,1541,0,0,-8,4,4
2022,Hernández, Teoscar,606192,141,529,2061,17,22,-16,3,8
2022,Bradley Jr., Jackie,598265,141,362,1358,-10,-8,-16,10,5
2022,Franco, Maikel,596748,120,388,1418,-13,-9,-15,5,4
2022,García, Luis,671277,120,364,1281,-4,-1,-9,3,4
2022,Voit, Luke,572228,120,555,2202,2,2,-29,16,14
2022,Hernández, César,514917,120,605,2325,-12,-22,-12,13,10
2022,Thomas, Lane,657041,120,536,2134,-4,-14,-13,14,8
2022,Cruz, Nelson,443558,120,506,1992,-1,-7,-17,15,8
2022,Robles, Victor,645302,120,405,1405,-11,-13,-10,7,5
2022,Ruiz, Keibert,660688,120,433,1538,-12,-14,-15,10,8
2022,Hernandez, Yadiel,628450,120,327,1303,-1,-5,-8,8,3
